customer_id,tenure,event_observed,churn_prob_within_6m,churn_prob_within_12m,churn_prob_within_24m,survival_risk_tier
2509-TFPJU,72,0,0.0114,0.0171,0.0267,Low
2651-ZCBXV,54,0,0.0114,0.0171,0.0266,Low
1397-XKKWR,7,0,0.0114,0.0171,0.0267,Low
6010-DDPPW,70,0,0.0114,0.0171,0.0267,Low
3941-XTSKM,42,0,0.0114,0.0171,0.0268,Low
6765-MBQNU,26,0,0.0114,0.0171,0.0267,Low
1073-XXCZD,55,0,0.0114,0.0171,0.0267,Low
3027-YNWZU,64,0,0.0114,0.0171,0.0268,Low
6408-OTUBZ,66,0,0.0114,0.0171,0.0267,Low
6333-YDVLT,65,0,0.0114,0.017,0.0266,Low
9249-FXSCK,52,1,0.0114,0.017,0.0266,Low
9513-DXHDA,27,0,0.0113,0.017,0.0265,Low
1208-DNHLN,23,1,0.0114,0.017,0.0266,Low
2368-GAKKQ,70,0,0.0113,0.017,0.0265,Low
7176-WRTNX,70,0,0.0113,0.017,0.0265,Low
3090-HAWSU,61,1,0.0113,0.017,0.0265,Low
8869-LIHMK,64,0,0.0113,0.017,0.0265,Low
8894-JVDCV,62,0,0.0113,0.017,0.0265,Low
0083-PIVIK,64,0,0.0113,0.017,0.0265,Low
1834-ABKHQ,52,0,0.0113,0.017,0.0265,Low
8144-DGHXP,54,0,0.0113,0.017,0.0265,Low
2731-GJRDG,32,0,0.0114,0.017,0.0266,Low
3642-GKTCT,61,0,0.0113,0.017,0.0265,Low
9786-IJYDL,35,0,0.0113,0.017,0.0265,Low
9896-UYMIE,66,0,0.0113,0.017,0.0265,Low
5183-KLYEM,72,0,0.0113,0.017,0.0265,Low
7055-JCGNI,70,0,0.0113,0.017,0.0265,Low
7994-XIRTR,54,0,0.0113,0.017,0.0265,Low
7997-EASSD,63,0,0.0114,0.017,0.0266,Low
1043-UXOVO,71,0,0.0113,0.017,0.0265,Low
3680-CTHUH,60,0,0.0113,0.0169,0.0264,Low
8199-ZLLSA,67,1,0.0113,0.0169,0.0264,Low
6522-OIQSX,69,0,0.0112,0.0169,0.0263,Low
5651-CRHKQ,41,0,0.0113,0.0169,0.0264,Low
8646-JCOMS,66,0,0.0113,0.0169,0.0263,Low
8259-DZLIZ,64,0,0.0113,0.0169,0.0264,Low
4282-MSACW,68,0,0.0113,0.0169,0.0264,Low
9000-PLFUZ,60,0,0.0113,0.0169,0.0265,Low
0186-CAERR,71,0,0.0113,0.0169,0.0264,Low
3963-RYFNS,72,0,0.0113,0.0169,0.0264,Low
7614-QVWQL,49,1,0.0113,0.0169,0.0264,Low
0373-AIVNJ,9,0,0.0113,0.0169,0.0264,Low
0343-QLUZP,60,0,0.0113,0.0169,0.0264,Low
2863-IMQDR,61,0,0.0112,0.0168,0.0263,Low
6568-POCUI,45,0,0.0112,0.0168,0.0262,Low
2453-SAFNS,54,0,0.0112,0.0168,0.0263,Low
8165-CBKXO,66,0,0.0112,0.0168,0.0262,Low
9589-ABEPT,69,0,0.0112,0.0168,0.0263,Low
0134-XWXCE,44,0,0.0112,0.0168,0.0262,Low
5998-DZLYR,61,0,0.0112,0.0168,0.0262,Low
4091-TVOCN,48,0,0.0112,0.0168,0.0262,Low
5837-LXSDN,21,0,0.0112,0.0168,0.0262,Low
5306-BVTKJ,48,0,0.0112,0.0168,0.0263,Low
6257-DTAYD,71,0,0.0111,0.0167,0.026,Low
7208-PSIHR,70,0,0.0111,0.0167,0.026,Low
6941-KXRRV,48,0,0.0111,0.0167,0.0261,Low
3034-ZBEQN,48,1,0.0111,0.0167,0.026,Low
3282-ZISZV,32,0,0.0111,0.0167,0.026,Low
8715-KKTFG,61,0,0.0111,0.0167,0.026,Low
0815-MFZGM,42,0,0.0112,0.0167,0.0261,Low
8510-TMWYB,54,0,0.0112,0.0167,0.0261,Low
4676-WLUHT,54,0,0.0111,0.0167,0.0261,Low
4686-GEFRM,70,0,0.0112,0.0167,0.0261,Low
1347-KTTTA,64,0,0.0111,0.0167,0.026,Low
5090-EMGTC,59,0,0.0112,0.0167,0.0261,Low
2284-VFLKH,49,0,0.0112,0.0167,0.0261,Low
1360-XFJMR,67,0,0.0111,0.0166,0.0259,Low
0103-CSITQ,57,0,0.0111,0.0166,0.0259,Low
0345-XMMUG,46,0,0.0111,0.0166,0.0259,Low
4350-ZTLPI,53,0,0.0111,0.0166,0.0259,Low
2773-OVBPK,67,0,0.011,0.0166,0.0258,Low
3192-NQECA,68,1,0.0111,0.0166,0.0259,Low
9586-JGQKH,64,0,0.0111,0.0166,0.026,Low
1291-CUOCY,72,0,0.0111,0.0166,0.0259,Low
2692-AQCPF,65,0,0.0111,0.0166,0.0259,Low
4670-TABXH,72,0,0.0111,0.0166,0.0259,Low
3096-YXENJ,65,0,0.0111,0.0166,0.0259,Low
7919-ZODZZ,10,0,0.0111,0.0166,0.0259,Low
7317-GGVPB,71,1,0.0111,0.0166,0.0259,Low
8309-PPCED,72,0,0.0111,0.0166,0.0259,Low
9330-VOFSZ,60,0,0.0111,0.0166,0.0259,Low
4683-WYDOU,62,0,0.0111,0.0166,0.0259,Low
1525-LNLOJ,66,0,0.0111,0.0166,0.026,Low
5168-MQQCA,72,0,0.0111,0.0166,0.0259,Low
9488-FYQAU,63,0,0.0111,0.0166,0.0259,Low
6064-ZATLR,27,0,0.011,0.0165,0.0258,Low
7409-JURKQ,53,0,0.011,0.0165,0.0258,Low
3523-QRQLL,22,1,0.011,0.0165,0.0258,Low
9475-NNDGC,71,0,0.011,0.0165,0.0258,Low
9150-HEPMB,56,0,0.011,0.0165,0.0258,Low
7868-BGSZA,43,0,0.011,0.0165,0.0258,Low
8570-KLJYJ,36,0,0.011,0.0165,0.0257,Low
4751-ERMAN,72,0,0.0109,0.0164,0.0256,Low
9225-BZLNZ,72,0,0.011,0.0164,0.0257,Low
3057-VJJQE,35,0,0.011,0.0164,0.0257,Low
5327-XOKKY,72,0,0.0109,0.0164,0.0256,Low
8109-YUOHE,17,0,0.011,0.0164,0.0256,Low
0533-UCAAU,57,0,0.011,0.0164,0.0256,Low
3259-QMXUN,58,0,0.011,0.0164,0.0257,Low
9926-PJHDQ,72,0,0.0109,0.0164,0.0256,Low
6177-PEVRA,48,0,0.011,0.0164,0.0257,Low
8016-ZMGMO,66,0,0.011,0.0164,0.0256,Low
2188-SXWVT,34,0,0.011,0.0164,0.0257,Low
2039-JONDJ,27,0,0.011,0.0164,0.0257,Low
5575-GNVDE,34,0,0.0109,0.0164,0.0256,Low
1468-DEFNC,64,0,0.0109,0.0163,0.0254,Low
0384-LPITE,40,0,0.0109,0.0163,0.0254,Low
9473-CBZOP,28,0,0.0109,0.0163,0.0255,Low
7921-BEPCI,72,0,0.0109,0.0163,0.0255,Low
3727-OWVYD,35,0,0.0109,0.0163,0.0254,Low
7032-LMBHI,37,0,0.0108,0.0162,0.0253,Low
8166-ZZTFS,66,1,0.0108,0.0162,0.0254,Low
1936-CZAKF,49,0,0.0108,0.0162,0.0252,Low
6625-IUTTT,67,0,0.0108,0.0162,0.0253,Low
0104-PPXDV,58,0,0.0108,0.0161,0.0252,Low
7191-ADRGF,44,0,0.0107,0.016,0.025,Low
8932-CZHRQ,68,0,0.0107,0.016,0.0249,Low
5985-TBABQ,32,0,0.0107,0.016,0.025,Low
1697-LYYYX,61,0,0.0106,0.0159,0.0248,Low
6681-ZSEXG,56,0,0.0106,0.0159,0.0248,Low
2005-DWQZJ,8,0,0.0106,0.0159,0.0248,Low
9565-AXSMR,52,0,0.0106,0.0159,0.0248,Low
7473-ZBDSN,14,0,0.0106,0.0159,0.0248,Low
2933-XEUJM,46,0,0.0106,0.0159,0.0249,Low
4635-EJYPD,32,0,0.0106,0.0159,0.0248,Low
0661-KQHNK,6,0,0.0106,0.0159,0.0248,Low
2967-MXRAV,1,0,0.0106,0.0159,0.0248,Low
1407-DIGZV,3,0,0.0106,0.0159,0.0248,Low
6051-PTVNS,55,0,0.0106,0.0159,0.0248,Low
3457-PQBYH,58,0,0.0105,0.0158,0.0246,Low
3280-NMUVX,34,0,0.0106,0.0158,0.0247,Low
7872-BAAZR,53,0,0.0106,0.0158,0.0247,Low
2749-CTKAJ,22,0,0.0105,0.0158,0.0247,Low
2984-RGEYA,69,0,0.0106,0.0158,0.0247,Low
8314-HTWVE,7,0,0.0105,0.0158,0.0247,Low
8711-LOBKY,59,0,0.0105,0.0158,0.0247,Low
0042-RLHYP,69,0,0.0106,0.0158,0.0247,Low
1834-WULEG,24,0,0.0105,0.0158,0.0246,Low
1052-QJIBV,71,0,0.0105,0.0158,0.0247,Low
8748-HFWBO,19,0,0.0105,0.0158,0.0247,Low
3352-RICWQ,9,0,0.0106,0.0158,0.0247,Low
3170-NMYVV,50,0,0.0105,0.0158,0.0247,Low
1862-QRWPE,48,0,0.0105,0.0158,0.0246,Low
0064-SUDOG,12,0,0.0105,0.0158,0.0246,Low
2146-EGVDT,59,0,0.0106,0.0158,0.0247,Low
1813-JLKWR,64,0,0.0106,0.0158,0.0247,Low
9537-JALFH,69,0,0.0105,0.0158,0.0247,Low
1699-TLDLZ,16,0,0.0106,0.0158,0.0247,Low
3724-BSCVH,10,0,0.0105,0.0158,0.0246,Low
6928-ONTRW,72,0,0.0106,0.0158,0.0247,Low
4742-TXUEX,47,0,0.0106,0.0158,0.0247,Low
7267-FRMJW,25,0,0.0105,0.0158,0.0247,Low
1272-ILHFG,15,0,0.0106,0.0158,0.0247,Low
9067-SQTNS,44,0,0.0105,0.0158,0.0246,Low
1403-LKLIK,33,0,0.0105,0.0158,0.0247,Low
9081-WWXKP,47,0,0.0105,0.0158,0.0246,Low
2150-WLKUW,40,0,0.0105,0.0158,0.0247,Low
3620-EHIMZ,52,0,0.0106,0.0158,0.0247,Low
9424-CMPOG,9,0,0.0106,0.0158,0.0247,Low
9845-QOMAD,14,0,0.0106,0.0158,0.0247,Low
8194-PEEBY,24,0,0.0105,0.0158,0.0247,Low
4644-OBGFZ,55,0,0.0106,0.0158,0.0247,Low
7064-JHXCE,62,0,0.0105,0.0158,0.0247,Low
0486-LGCCH,11,0,0.0106,0.0158,0.0247,Low
8752-IMQOS,5,0,0.0105,0.0158,0.0247,Low
6368-TZZDT,4,0,0.0106,0.0158,0.0247,Low
3451-VAWLI,35,0,0.0106,0.0158,0.0247,Low
2907-ILJBN,11,0,0.0105,0.0158,0.0246,Low
6082-OQFBA,23,0,0.0106,0.0158,0.0247,Low
5562-BETPV,1,0,0.0106,0.0158,0.0247,Low
3642-BYHDO,71,0,0.0105,0.0158,0.0247,Low
7696-CFTAT,37,0,0.0106,0.0158,0.0247,Low
2466-FCCPT,20,0,0.0106,0.0158,0.0247,Low
7033-CLAMM,48,0,0.0105,0.0158,0.0246,Low
2239-CFOUJ,1,0,0.0105,0.0158,0.0246,Low
1574-DYCWE,51,0,0.0105,0.0158,0.0247,Low
3750-YHRYO,7,0,0.0105,0.0158,0.0246,Low
9975-GPKZU,46,0,0.0106,0.0158,0.0247,Low
5057-RKGLH,9,0,0.0105,0.0158,0.0246,Low
6621-NRZAK,63,0,0.0105,0.0158,0.0247,Low
0831-JNISG,71,0,0.0106,0.0158,0.0247,Low
3082-WQRVY,14,0,0.0105,0.0158,0.0246,Low
9938-PRCVK,41,0,0.0106,0.0158,0.0247,Low
9625-RZFUK,63,0,0.0106,0.0158,0.0247,Low
5016-LIPDW,57,0,0.0106,0.0158,0.0247,Low
3190-ITQXP,46,0,0.0105,0.0158,0.0246,Low
7337-CINUD,8,0,0.0106,0.0158,0.0247,Low
1098-KFQEC,55,0,0.0106,0.0158,0.0247,Low
1106-HRLKZ,40,0,0.0106,0.0158,0.0247,Low
3070-FNFZQ,23,0,0.0105,0.0158,0.0246,Low
4518-FZBSX,42,0,0.0105,0.0158,0.0246,Low
5465-BUBFA,41,0,0.0106,0.0158,0.0247,Low
8215-NGSPE,42,0,0.0105,0.0158,0.0247,Low
9371-BITHB,52,0,0.0105,0.0158,0.0247,Low
1561-BWHIN,19,0,0.0106,0.0158,0.0247,Low
3774-VBNXY,64,0,0.0105,0.0158,0.0246,Low
8148-WOCMK,8,0,0.0106,0.0158,0.0247,Low
5970-GHJAW,46,0,0.0105,0.0158,0.0247,Low
6169-PPETC,35,0,0.0105,0.0158,0.0246,Low
1399-OUPJN,57,0,0.0106,0.0158,0.0247,Low
8779-YIQQA,21,0,0.0106,0.0158,0.0247,Low
0794-YVSGE,72,0,0.0105,0.0158,0.0246,Low
2520-SGTTA,0,0,0.0105,0.0158,0.0247,Low
7632-YUTXB,25,0,0.0105,0.0158,0.0247,Low
8884-MRNSU,17,0,0.0105,0.0158,0.0247,Low
4487-ZYJZK,38,0,0.0106,0.0158,0.0247,Low
7634-HLQJR,47,0,0.0105,0.0158,0.0247,Low
4750-UKWJK,37,0,0.0105,0.0158,0.0246,Low
8755-OGKNA,57,0,0.0106,0.0158,0.0247,Low
2819-GWENI,28,0,0.0105,0.0158,0.0247,Low
4464-JCOLN,2,1,0.0105,0.0158,0.0247,Low
5845-BZZIB,35,0,0.0105,0.0158,0.0247,Low
5442-PPTJY,12,0,0.0106,0.0158,0.0247,Low
3173-WSSUE,71,0,0.0106,0.0158,0.0247,Low
1830-IPXVJ,61,0,0.0106,0.0158,0.0247,Low
2236-HILPA,62,0,0.0105,0.0158,0.0246,Low
4697-LUPSU,2,0,0.0105,0.0158,0.0246,Low
0040-HALCW,54,0,0.0105,0.0158,0.0246,Low
6980-IMXXE,69,0,0.0105,0.0158,0.0246,Low
7673-BQGKU,69,0,0.0105,0.0158,0.0247,Low
7677-SJJJK,8,0,0.0105,0.0158,0.0247,Low
2346-LOCWC,58,0,0.0105,0.0158,0.0246,Low
0264-CNITK,71,0,0.0105,0.0158,0.0247,Low
3769-MHZNV,33,0,0.0105,0.0158,0.0247,Low
6582-PLFUU,51,0,0.0106,0.0158,0.0247,Low
4636-TVXVG,62,0,0.0105,0.0158,0.0247,Low
3777-XROBG,58,0,0.0106,0.0158,0.0247,Low
8164-OCKUJ,59,0,0.0105,0.0158,0.0246,Low
0859-YGKFW,18,0,0.0105,0.0158,0.0247,Low
0969-RGKCU,37,0,0.0106,0.0158,0.0247,Low
8434-VGEQQ,61,0,0.0105,0.0158,0.0246,Low
1099-GODLO,1,0,0.0105,0.0158,0.0246,Low
4277-BWBML,72,0,0.0105,0.0158,0.0247,Low
4323-ELYYB,13,0,0.0105,0.0158,0.0247,Low
2987-BJXIK,70,0,0.0106,0.0158,0.0247,Low
4957-SREEC,70,0,0.0105,0.0158,0.0246,Low
2400-FEQME,55,0,0.0105,0.0158,0.0246,Low
5876-QMYLD,23,0,0.0105,0.0158,0.0247,Low
8902-ZEOVF,47,0,0.0105,0.0158,0.0247,Low
8514-VZHEB,59,0,0.0106,0.0158,0.0247,Low
8129-GMVGI,56,0,0.0105,0.0158,0.0247,Low
9170-ARBTB,52,0,0.0106,0.0158,0.0247,Low
2230-XTUWL,48,0,0.0106,0.0158,0.0247,Low
1709-EJDOX,47,0,0.0106,0.0158,0.0247,Low
3678-MNGZX,68,0,0.0105,0.0158,0.0247,Low
9257-AZMTZ,52,0,0.0105,0.0158,0.0247,Low
6340-DACFT,50,0,0.0105,0.0158,0.0246,Low
4955-VCWBI,43,0,0.0105,0.0158,0.0247,Low
0464-WJTKO,72,0,0.0105,0.0158,0.0247,Low
2229-DPMBI,8,0,0.0106,0.0158,0.0247,Low
1934-MKPXS,33,0,0.0105,0.0158,0.0247,Low
1223-UNPKS,20,0,0.0105,0.0158,0.0247,Low
3131-NWVFJ,14,0,0.0106,0.0158,0.0247,Low
3908-MKIMJ,68,0,0.0105,0.0158,0.0246,Low
5647-URDKA,8,0,0.0106,0.0158,0.0247,Low
6563-VRERX,33,0,0.0105,0.0158,0.0246,Low
7061-OVMIM,30,0,0.0106,0.0158,0.0247,Low
4641-FROLU,30,0,0.0106,0.0158,0.0247,Low
0386-CWRGM,46,0,0.0106,0.0158,0.0247,Low
5346-BZCHP,69,0,0.0106,0.0158,0.0247,Low
4537-CIBHB,9,0,0.0105,0.0158,0.0246,Low
4609-KNNWG,27,0,0.0105,0.0158,0.0247,Low
2729-VNVAP,33,0,0.0106,0.0158,0.0247,Low
9800-OUIGR,66,0,0.0105,0.0158,0.0247,Low
7969-FFOWG,65,0,0.0105,0.0158,0.0247,Low
7762-ONLJY,6,0,0.0106,0.0158,0.0247,Low
7876-DNYAP,69,0,0.0106,0.0158,0.0247,Low
0962-CQPWQ,62,0,0.0105,0.0158,0.0246,Low
2266-FUBDZ,15,0,0.0106,0.0158,0.0247,Low
1757-TCATG,35,0,0.0105,0.0158,0.0247,Low
2587-YNLES,6,0,0.0105,0.0158,0.0247,Low
8229-BUJHX,71,0,0.0105,0.0158,0.0246,Low
0754-EEBDC,4,0,0.0105,0.0158,0.0247,Low
0625-AFOHS,29,0,0.0105,0.0158,0.0246,Low
0902-XKXPN,69,0,0.0105,0.0158,0.0246,Low
1270-XKUCC,30,0,0.0106,0.0158,0.0247,Low
0854-UYHZD,13,0,0.0106,0.0158,0.0247,Low
1354-YZFNB,4,0,0.0106,0.0158,0.0247,Low
7601-GNDYK,35,0,0.0106,0.0158,0.0247,Low
1403-GYAFU,70,0,0.0105,0.0158,0.0247,Low
5003-OKNNK,15,0,0.0105,0.0158,0.0246,Low
6248-BSHKG,61,0,0.0105,0.0158,0.0246,Low
4685-TFLLS,18,0,0.0106,0.0158,0.0247,Low
0224-NIJLP,8,0,0.0105,0.0158,0.0247,Low
2075-PUEPR,55,0,0.0106,0.0158,0.0247,Low
0895-LNKRC,6,0,0.0106,0.0158,0.0247,Low
6696-YDAYZ,16,0,0.0105,0.0158,0.0246,Low
3279-DYZQM,71,0,0.0106,0.0158,0.0247,Low
7328-ZJAJO,59,0,0.0106,0.0158,0.0247,Low
8043-PNYSD,63,0,0.0106,0.0158,0.0247,Low
8173-RXAYP,24,0,0.0106,0.0158,0.0247,Low
1064-FBXNK,1,0,0.0105,0.0158,0.0247,Low
5032-USPKF,38,0,0.0106,0.0158,0.0247,Low
8999-EXMNO,19,0,0.0105,0.0158,0.0247,Low
2642-MAWLJ,36,0,0.0105,0.0158,0.0246,Low
1166-PQLGG,72,0,0.0106,0.0158,0.0247,Low
7268-WNTCP,62,0,0.0105,0.0158,0.0246,Low
8590-OHDIW,38,0,0.0105,0.0158,0.0246,Low
1722-LDZJS,53,0,0.0105,0.0158,0.0246,Low
0422-OHQHQ,15,0,0.0105,0.0158,0.0246,Low
1038-ZAGBI,12,1,0.0106,0.0158,0.0247,Low
7850-THJMU,26,0,0.0106,0.0158,0.0247,Low
7644-OMVMY,0,0,0.0105,0.0158,0.0247,Low
8380-MQINP,55,0,0.0105,0.0158,0.0246,Low
8008-OTEZX,35,0,0.0106,0.0158,0.0247,Low
8249-THVEC,51,0,0.0106,0.0158,0.0247,Low
4086-WITJG,71,0,0.0106,0.0158,0.0247,Low
6762-NSODU,46,0,0.0106,0.0158,0.0247,Low
7216-KAOID,41,0,0.0106,0.0158,0.0247,Low
2351-RRBUE,7,0,0.0105,0.0158,0.0246,Low
0354-VXMJC,23,0,0.0106,0.0158,0.0247,Low
5804-JMYIO,39,0,0.0106,0.0158,0.0247,Low
7717-BICXI,60,0,0.0105,0.0158,0.0246,Low
4817-KEQSP,71,0,0.0105,0.0158,0.0247,Low
8917-SZTTJ,60,0,0.0106,0.0158,0.0247,Low
9251-AWQGT,48,0,0.0105,0.0158,0.0247,Low
4632-PAOYU,22,0,0.0105,0.0158,0.0247,Low
4804-NCPET,19,0,0.0105,0.0158,0.0246,Low
6072-NUQCB,22,0,0.0105,0.0158,0.0246,Low
2892-GESUL,18,0,0.0106,0.0158,0.0247,Low
8610-ZIKJJ,2,0,0.0105,0.0158,0.0246,Low
6479-SZPLM,36,0,0.0106,0.0158,0.0247,Low
8750-QWZAJ,70,0,0.0106,0.0158,0.0247,Low
2848-YXSMW,72,0,0.0106,0.0158,0.0247,Low
5242-UOWHD,45,0,0.0105,0.0158,0.0246,Low
8922-NPKBJ,42,0,0.0106,0.0158,0.0247,Low
1494-EJZDW,10,0,0.0105,0.0158,0.0247,Low
9068-FHQHD,40,0,0.0105,0.0158,0.0247,Low
1269-FOYWN,44,0,0.0105,0.0158,0.0247,Low
9867-JCZSP,17,0,0.0105,0.0157,0.0246,Low
4878-BUNFV,42,0,0.0105,0.0157,0.0246,Low
5158-RIVOP,11,0,0.0105,0.0157,0.0246,Low
8727-JQFHV,57,0,0.0105,0.0157,0.0246,Low
0640-YJTPY,72,0,0.0105,0.0157,0.0246,Low
6923-AQONU,23,0,0.0105,0.0157,0.0246,Low
3373-DIUUN,30,0,0.0105,0.0157,0.0245,Low
1843-TLSGD,13,0,0.0105,0.0157,0.0246,Low
6619-RPLQZ,45,0,0.0105,0.0157,0.0246,Low
5480-XTFFL,31,0,0.0105,0.0157,0.0246,Low
8075-GXIUB,9,0,0.0105,0.0157,0.0246,Low
9173-IVZVP,53,0,0.0105,0.0157,0.0246,Low
8966-OIQHG,22,0,0.0105,0.0157,0.0246,Low
6828-HMKWP,12,0,0.0105,0.0157,0.0246,Low
7973-DZRKH,66,0,0.0104,0.0157,0.0244,Low
5793-YOLJN,55,0,0.0105,0.0157,0.0246,Low
5120-ZBLAI,50,0,0.0104,0.0156,0.0243,Low
9769-TSBZE,70,0,0.0104,0.0156,0.0244,Low
0248-PGHBZ,67,0,0.0104,0.0156,0.0243,Low
1207-BLKSA,52,0,0.0104,0.0156,0.0244,Low
0562-HKHML,71,0,0.0104,0.0156,0.0243,Low
3566-CAAYU,64,0,0.0104,0.0156,0.0243,Low
3389-KTRXV,23,0,0.0104,0.0156,0.0243,Low
1555-HAPSU,71,0,0.0104,0.0156,0.0243,Low
4779-ZGICK,48,0,0.0104,0.0156,0.0243,Low
8563-IIOXK,7,1,0.0104,0.0156,0.0244,Low
1599-EAHXY,60,0,0.0104,0.0156,0.0243,Low
8165-ZJRNM,72,0,0.0104,0.0156,0.0243,Low
8966-KZXXA,36,0,0.0103,0.0155,0.0242,Low
3372-CDXFJ,13,0,0.0104,0.0155,0.0242,Low
3957-SQXML,34,0,0.0103,0.0155,0.0242,Low
8780-IHCRN,63,0,0.0104,0.0155,0.0242,Low
3261-CQXOL,71,0,0.0103,0.0155,0.0242,Low
4883-KCPZJ,22,0,0.0103,0.0155,0.0242,Low
3213-VVOLG,0,0,0.0103,0.0155,0.0242,Low
7010-BRBUU,72,0,0.0104,0.0155,0.0243,Low
5968-HYJRZ,47,0,0.0104,0.0155,0.0242,Low
4367-NUYAO,0,0,0.0103,0.0155,0.0241,Low
3088-FVYWK,53,0,0.0103,0.0155,0.0242,Low
4116-IQRFR,4,0,0.0104,0.0155,0.0243,Low
8874-EJNSR,39,0,0.0103,0.0155,0.0242,Low
6857-TKDJV,67,0,0.0104,0.0155,0.0242,Low
3810-PJUHR,70,0,0.0103,0.0155,0.0242,Low
0485-ZBSLN,65,0,0.0104,0.0155,0.0242,Low
6285-FTQBF,72,0,0.0103,0.0155,0.0242,Low
0071-NDAFP,25,0,0.0103,0.0155,0.0242,Low
0269-XFESX,23,0,0.0104,0.0155,0.0243,Low
3283-WCWXT,6,0,0.0103,0.0155,0.0242,Low
2808-CHTDM,23,0,0.0103,0.0155,0.0242,Low
6963-KQYQB,70,0,0.0104,0.0155,0.0243,Low
3896-ZVNET,24,0,0.0104,0.0155,0.0242,Low
7089-RKVSZ,8,0,0.0104,0.0155,0.0243,Low
9574-BOSMD,68,0,0.0103,0.0155,0.0242,Low
7711-GQBZC,71,0,0.0104,0.0155,0.0242,Low
2207-RYYRL,52,0,0.0104,0.0155,0.0242,Low
4896-CPRPF,35,0,0.0103,0.0155,0.0242,Low
5549-ZGHFB,50,0,0.0103,0.0155,0.0242,Low
6096-EGVTU,64,0,0.0103,0.0155,0.0242,Low
8946-BFWSG,63,0,0.0103,0.0155,0.0242,Low
8224-KDLKN,72,0,0.0103,0.0155,0.0242,Low
4652-ODEVH,45,0,0.0104,0.0155,0.0243,Low
1734-ZMNTZ,11,0,0.0103,0.0155,0.0242,Low
0480-KYJVA,72,0,0.0104,0.0155,0.0243,Low
6754-LZUKA,61,0,0.0103,0.0155,0.0242,Low
5854-KSRBJ,70,0,0.0103,0.0155,0.0242,Low
0402-OAMEN,72,0,0.0104,0.0155,0.0243,Low
3129-AAQOU,19,0,0.0103,0.0155,0.0242,Low
6770-UAYGJ,49,0,0.0103,0.0155,0.0242,Low
4979-HPRFL,56,0,0.0104,0.0155,0.0243,Low
5322-ZSMZY,31,0,0.0103,0.0155,0.0241,Low
9650-VBUOG,38,0,0.0103,0.0155,0.0242,Low
5195-KPUNQ,53,0,0.0103,0.0155,0.0242,Low
7684-XSZIY,72,0,0.0104,0.0155,0.0243,Low
4538-WNTMJ,46,0,0.0103,0.0155,0.0242,Low
1299-AURJA,70,0,0.0104,0.0155,0.0242,Low
0394-YONDK,70,0,0.0103,0.0155,0.0242,Low
4584-LBNMK,45,0,0.0103,0.0155,0.0241,Low
3935-TBRZZ,44,0,0.0103,0.0155,0.0241,Low
3472-QPRCH,40,0,0.0103,0.0155,0.0242,Low
7980-MHFLQ,72,0,0.0103,0.0155,0.0242,Low
0174-QRVVY,71,0,0.0103,0.0155,0.0242,Low
5884-FBCTL,72,0,0.0103,0.0155,0.0242,Low
1248-DYXUB,52,0,0.0103,0.0155,0.0242,Low
6181-AXXYF,72,0,0.0104,0.0155,0.0242,Low
0603-TPMIB,59,0,0.0103,0.0155,0.0242,Low
1092-WPIVQ,18,0,0.0103,0.0155,0.0242,Low
2302-OUZXB,72,0,0.0103,0.0155,0.0241,Low
3460-TJBWI,24,0,0.0104,0.0155,0.0243,Low
2208-NKVVH,43,0,0.0104,0.0155,0.0243,Low
2165-VOEGB,46,1,0.0103,0.0155,0.0241,Low
8277-RVRSV,33,0,0.0104,0.0155,0.0243,Low
7225-IILWY,68,0,0.0103,0.0155,0.0241,Low
8735-SDUFN,72,0,0.0103,0.0155,0.0242,Low
1131-QQZEB,71,0,0.0103,0.0155,0.0242,Low
4193-IBKSW,72,0,0.0104,0.0155,0.0242,Low
4195-PNGZS,69,0,0.0104,0.0155,0.0243,Low
8532-UEFWH,52,0,0.0103,0.0155,0.0241,Low
4534-WGCIR,58,0,0.0103,0.0155,0.0242,Low
5201-CBWYG,62,0,0.0103,0.0155,0.0242,Low
5197-YPYBZ,12,0,0.0103,0.0155,0.0242,Low
6976-BWGLQ,72,0,0.0103,0.0155,0.0242,Low
8065-QBYTO,71,0,0.0103,0.0155,0.0242,Low
2511-ALLCS,35,0,0.0104,0.0155,0.0243,Low
9108-EQPNQ,10,0,0.0103,0.0154,0.0241,Low
1080-BWSYE,64,0,0.0103,0.0154,0.0241,Low
2050-ONYDQ,65,0,0.0103,0.0154,0.0241,Low
9933-QRGTX,60,0,0.0103,0.0154,0.024,Low
8024-XNAFQ,72,0,0.0103,0.0154,0.024,Low
8595-SIZNC,22,0,0.0103,0.0154,0.0241,Low
3836-FZSDJ,71,0,0.0103,0.0154,0.0241,Low
6614-YWYSC,61,0,0.0103,0.0154,0.0241,Low
6925-BAYGL,53,0,0.0103,0.0154,0.0241,Low
1635-NZATJ,71,0,0.0103,0.0154,0.0241,Low
9838-BFCQT,72,0,0.0103,0.0154,0.0241,Low
6950-TWMYB,54,0,0.0103,0.0154,0.0241,Low
5056-FIMPT,43,0,0.0103,0.0154,0.0241,Low
8332-OSJDW,12,0,0.0103,0.0154,0.0241,Low
2898-LSJGD,21,1,0.0103,0.0154,0.0241,Low
5939-SXWHM,48,0,0.0103,0.0154,0.0241,Low
6199-IPCAO,29,0,0.0103,0.0154,0.0241,Low
6651-RLGGM,67,0,0.0103,0.0154,0.0241,Low
