customer_id,monthly_potential_eur,upsell_priority
2504-DSHIH,9.27,Medium
2057-ZBLPD,9.27,Medium
4581-LNWUM,9.27,Medium
2625-TRCZQ,9.27,Medium
3890-RTCMS,9.26,Medium
7605-SNLQG,9.25,Medium
5948-UJZLF,9.25,Medium
0067-DKWBL,9.25,Medium
4911-BANWH,9.25,Medium
5600-PDUJF,9.25,Medium
8205-MQUGY,9.24,Medium
2229-VWQJH,9.24,Medium
1265-XTECC,9.24,Medium
0823-HSCDJ,9.23,Medium
7460-ITWWP,9.22,Medium
3345-PBBFH,9.22,Medium
4673-KKSLS,9.22,Medium
5649-VUKMC,9.22,Medium
1810-BOHSY,9.22,Medium
7621-VPNET,9.21,Medium
4140-MUHUG,9.21,Medium
4456-RHSNB,9.2,Medium
6979-ZNSFF,9.2,Medium
3716-UVSPD,9.2,Medium
2391-SOORI,9.2,Medium
3948-XHGNA,9.2,Medium
6352-TWCAU,9.2,Medium
6384-VMJHP,9.19,Medium
0311-QYWSS,9.19,Medium
9661-MHUMO,9.19,Medium
0428-IKYCP,9.19,Medium
2277-VWCNI,9.19,Medium
8148-BPLZQ,9.19,Medium
4065-JJAVA,9.19,Medium
5295-PCJOO,9.18,Medium
3982-DQLUS,9.17,Medium
4884-ZTHVF,9.17,Medium
5318-IXUZF,9.16,Medium
7876-BEUTG,9.16,Medium
2843-CQMEG,9.15,Medium
6633-MPWBS,9.15,Medium
9396-ZSFLL,9.15,Medium
7501-IWUNG,9.15,Medium
2722-JMONI,9.15,Medium
4926-UMJZD,9.14,Medium
2075-RMJIK,9.14,Medium
0991-BRRFB,9.14,Medium
2037-XJFUP,9.14,Medium
0430-IHCDJ,9.14,Medium
5014-WUQMG,9.14,Medium
7658-UYUQS,9.14,Medium
8885-QSQBX,9.13,Medium
1213-NGCUN,9.13,Medium
8614-VGMMV,9.13,Medium
9391-LMANN,9.13,Medium
2720-FVBQP,9.12,Medium
1355-KUSBG,9.12,Medium
7410-KTVFV,9.11,Medium
1660-HSOOQ,9.11,Medium
1208-NBVFH,9.11,Medium
6304-IJFSQ,9.1,Medium
7176-WIONM,9.1,Medium
9909-DFRJA,9.09,Medium
1406-PUQVY,9.08,Medium
5195-KPUNQ,9.07,Medium
1666-JZPZT,9.07,Medium
0587-DMGBH,9.07,Medium
5651-WYIPH,9.06,Medium
4353-HYOJD,9.06,Medium
5445-GLVOT,9.04,Medium
7312-XSBAT,9.04,Medium
8757-TFHHJ,9.03,Medium
1536-HBSWP,9.03,Medium
7623-TRNQN,9.02,Medium
4648-YPBTM,9.01,Medium
8064-RAVOH,9.01,Medium
7811-JIVPF,9.0,Medium
3521-MNKLV,9.0,Medium
3391-JSQEW,8.99,Medium
1580-BMCMR,8.99,Medium
1453-RZFON,8.99,Medium
0771-CHWSK,8.99,Medium
3557-HTYWR,8.98,Medium
9693-XMUOB,8.97,Medium
0562-FGDCR,8.93,Medium
8272-ONJLV,8.91,Medium
0536-ESJEP,8.91,Medium
5294-IMHHT,8.9,Medium
1023-BQXZE,8.9,Medium
2753-JMMCV,8.89,Medium
0880-FVFWF,8.88,Medium
4654-DLAMQ,8.88,Medium
5458-CQJTA,8.87,Medium
9430-FRQOC,8.85,Medium
6439-GTPCA,8.85,Medium
0744-GKNGE,8.81,Medium
0141-YEAYS,8.81,Medium
1247-QBVSH,8.8,Medium
6874-SGLHU,8.77,Medium
1100-DDVRV,8.76,Medium
6581-NQCBA,8.76,Medium
0670-ANMUU,8.73,Medium
2498-XLDZR,8.72,Medium
8404-FYDIB,8.72,Medium
2085-BOJKI,8.72,Medium
8313-AFGBW,8.7,Medium
7241-AJHFS,8.7,Medium
9373-WSLOY,8.7,Medium
2027-OAQQC,8.69,Medium
6169-PGNCD,8.67,Medium
7442-YGZFK,8.64,Medium
3920-HIHMQ,8.63,Medium
2055-SIFSS,8.62,Medium
0487-CRLZF,8.61,Medium
4223-WOZCM,8.6,Medium
8344-WFMFH,8.6,Medium
3082-YVEKW,8.59,Medium
1958-RNRKS,8.58,Medium
1629-DQQVB,8.58,Medium
4950-BDEUX,8.57,Medium
5155-AZQPB,8.56,Medium
1471-GIQKQ,8.55,Medium
7931-PXHFC,8.54,Medium
4115-BNPJY,8.53,Medium
9734-UYXQI,8.52,Medium
6705-LNMDD,8.52,Medium
4654-ULTTN,8.51,Medium
5232-NXPAY,8.51,Medium
8630-QSGXK,8.5,Medium
5843-TTHGI,8.5,Medium
8468-FZTOE,8.5,Medium
0523-VNGTF,8.5,Medium
9763-GRSKD,8.5,Medium
8089-UZWLX,8.49,Medium
0742-MOABM,8.48,Medium
9375-MHRRS,8.47,Medium
3794-NFNCH,8.44,Medium
5150-LJNSR,8.43,Medium
7284-BUYEC,8.39,Medium
0336-PIKEI,8.39,Medium
8967-SZQAS,8.32,Medium
6253-WRFHY,8.31,Medium
7579-OOPEC,8.31,Medium
5975-BAICR,8.29,Medium
9481-WHGWY,8.28,Medium
5382-TEMLV,8.28,Medium
5268-DSMNQ,8.27,Medium
5896-NPFWW,8.25,Medium
4751-ERMAN,8.24,Medium
1848-LBZHY,8.23,Medium
0022-TCJCI,8.23,Medium
8311-UEUAB,8.23,Medium
7776-QWNFX,8.23,Medium
6844-DZKRF,8.23,Medium
3097-IDVPU,8.22,Medium
9026-RNUJS,8.21,Medium
8735-IJJEG,8.21,Medium
9115-YQHGA,8.21,Medium
7779-ORAEL,8.21,Medium
9992-UJOEL,8.2,Medium
4026-SKKHW,8.2,Medium
2810-FTLEM,8.19,Medium
1730-VFMWO,8.18,Medium
0929-HYQEW,8.18,Medium
8182-PNAGI,8.18,Medium
2541-YGPKE,8.18,Medium
6608-QQLVK,8.18,Medium
1845-ZLLIG,8.17,Medium
8445-DNBAE,8.17,Medium
5366-OBVMR,8.17,Medium
4316-XCSLJ,8.17,Medium
8280-MQRQN,8.16,Medium
7250-EQKIY,8.16,Medium
0374-AACSZ,8.16,Medium
5047-LHVLY,8.16,Medium
4130-MZLCC,8.15,Medium
6689-KXGBO,8.15,Medium
4317-VTEOA,8.15,Medium
5071-FBJFS,8.15,Medium
6497-TILVL,8.14,Medium
6905-NIQIN,8.13,Medium
0248-IPDFW,8.11,Medium
5311-IHLEI,8.1,Medium
6888-SBYAI,8.1,Medium
1763-WQFUK,8.1,Medium
3334-CTHOL,8.1,Medium
1853-ARAAQ,8.09,Medium
4749-VFKVB,8.09,Medium
4011-ARPHK,8.09,Medium
2108-YKQTY,8.08,Medium
5701-ZIKJE,8.08,Medium
3621-CHYVB,8.08,Medium
2947-DOMLJ,8.08,Medium
3982-XWFZQ,8.07,Medium
7595-EHCDL,8.06,Medium
9631-XEYKE,8.04,Medium
0440-QEXBZ,8.04,Medium
7794-JASDG,8.03,Medium
0212-ISBBF,8.03,Medium
7860-UXCRM,8.0,Medium
0096-BXERS,8.0,Medium
0484-FFVBJ,7.99,Medium
9068-VPWQQ,7.99,Medium
2150-WLKUW,7.99,Medium
4304-XUMGI,7.98,Medium
1452-XRSJV,7.98,Medium
7753-USQYQ,7.98,Medium
7767-UXAGJ,7.97,Medium
1310-QRITU,7.97,Medium
2740-TVLFN,7.97,Medium
4003-OCTMP,7.96,Medium
9462-MJUAW,7.95,Medium
0707-HOVVN,7.95,Medium
2582-FFFZR,7.93,Medium
5148-ORICT,7.91,Medium
5756-OZRIO,7.91,Medium
1177-XZBJL,7.9,Medium
8364-TRMMK,7.9,Medium
8601-QACRS,7.9,Medium
5057-LCOUI,7.9,Medium
2103-ZRXFN,7.89,Medium
9058-CBREO,7.89,Medium
5825-XJOCM,7.87,Medium
3009-JWMPU,7.87,Medium
4526-RMTLL,7.85,Medium
5973-EJGDP,7.84,Medium
4450-YOOHP,7.84,Medium
2351-BKRZW,7.84,Medium
0895-LMRSF,7.81,Medium
5203-XEHAX,7.79,Medium
4422-QVIJA,7.79,Medium
8008-HAWED,7.77,Medium
1676-MQAOA,7.76,Medium
5387-ASZNZ,7.75,Medium
3339-EAQNV,7.74,Medium
8992-JQYUN,7.74,Medium
0326-VDYXE,7.72,Medium
5240-CAOYT,7.71,Medium
8108-UXRQN,7.71,Medium
5073-WXOYN,7.69,Medium
9076-AXYIK,7.68,Medium
7009-LGECI,7.67,Medium
5815-HGGHV,7.66,Medium
7339-POGZN,7.65,Medium
8777-PVYGU,7.64,Medium
3329-WDIOK,7.63,Medium
2480-EJWYP,7.62,Medium
8809-RIHDD,7.62,Medium
0604-THJFP,7.62,Medium
0866-QLSIR,7.6,Medium
4872-VXRIL,7.59,Medium
7054-ENNGU,7.57,Medium
2207-OBZNX,7.56,Medium
6766-HFKLA,7.56,Medium
9625-QNLUX,7.54,Medium
2959-EEXWB,7.54,Medium
4256-ZWTZI,7.52,Medium
2207-NHRJK,7.51,Medium
6257-RJOHI,7.5,Medium
2661-GKBTK,7.5,Medium
5696-CEIQJ,7.49,Medium
6711-VTNRE,7.49,Medium
3946-MHCZW,7.49,Medium
5404-GGUKR,7.48,Medium
4660-IRIBM,7.48,Medium
9496-IVVRP,7.47,Medium
5320-BRKGK,7.47,Medium
6625-UTXEW,7.46,Medium
9637-EIHEQ,7.45,Medium
9926-PJHDQ,7.45,Medium
2612-PHGOX,7.45,Medium
3683-QKIUE,7.44,Medium
8229-MYEJZ,7.44,Medium
1596-OQSPS,7.43,Medium
9681-KYGYB,7.43,Medium
9432-RUVSL,7.43,Medium
4199-QHJNM,7.42,Medium
2522-WLNSF,7.42,Medium
7743-EXURX,7.42,Medium
7994-XIRTR,7.42,Medium
3221-CJMSG,7.41,Medium
6821-JPCDC,7.4,Medium
3733-ZEECP,7.4,Medium
7351-MHQVU,7.39,Medium
2530-FMFXO,7.39,Medium
6870-ZWMNX,7.39,Medium
9688-YGXVR,7.39,Medium
1101-SSWAG,7.39,Medium
7663-YJHSN,7.37,Medium
6749-UTDVX,7.37,Medium
7032-LMBHI,7.35,Medium
4072-IPYLT,7.34,Medium
7501-VTYLJ,7.33,Medium
9564-KCLHR,7.33,Medium
3137-NYQQI,7.32,Medium
1585-MQSSU,7.32,Medium
0178-SZBHO,7.31,Medium
9828-QHFBK,7.31,Medium
9848-JQJTX,7.31,Medium
4827-USJHP,7.3,Medium
3126-WQMGH,7.29,Medium
9529-OFXHY,7.29,Medium
6483-OATDN,7.29,Medium
6284-KMNUF,7.28,Medium
3902-MIVLE,7.27,Medium
9537-VHDTA,7.26,Medium
5846-QFDFI,7.25,Medium
9114-AAFQH,7.25,Medium
8295-KMENE,7.25,Medium
3669-LVWZB,7.25,Medium
8695-WDYEA,7.25,Medium
5294-DMSFH,7.23,Medium
5498-TXHLF,7.23,Medium
2845-HSJCY,7.22,Medium
4678-DVQEO,7.22,Medium
9833-TGFHX,7.22,Medium
2709-UQGNP,7.21,Medium
7945-HLKEA,7.19,Medium
8722-PRFDV,7.19,Medium
2626-URJFX,7.18,Medium
4123-DVHPH,7.18,Medium
9741-YLNTD,7.18,Medium
1088-AUUZZ,7.18,Medium
0772-GYEQQ,7.17,Medium
6559-RAKOZ,7.17,Medium
8597-CTXVJ,7.16,Medium
0303-UNCIP,7.16,Medium
7105-BENQF,7.16,Medium
6440-DKQGE,7.15,Medium
6583-QGCSI,7.15,Medium
5996-NRVXR,7.15,Medium
1573-LGXBA,7.14,Medium
5639-NTUPK,7.12,Medium
2091-MJTFX,7.11,Medium
4526-ZJJTM,7.11,Medium
9571-EDEBV,7.11,Medium
2649-HWLYB,7.11,Medium
2929-QNSRW,7.11,Medium
2811-POVEX,7.11,Medium
3753-TSEMP,7.1,Medium
3327-YBAKM,7.08,Medium
8845-LWKGE,7.08,Medium
4184-TJFAN,7.07,Medium
7856-GANIL,7.07,Medium
6629-LADHQ,7.05,Medium
5816-SCGFC,7.04,Medium
6718-BDGHG,7.04,Medium
5081-NWSUP,7.04,Medium
5756-JYOJT,7.02,Medium
4223-BKEOR,7.01,Medium
4853-RULSV,7.01,Medium
0862-PRCBS,6.99,Medium
4109-CYRBD,6.98,Medium
0980-PVMRC,6.98,Medium
9209-NWPGU,6.97,Medium
0813-TAXXS,6.96,Medium
3143-JQEGI,6.96,Medium
5842-POCOP,6.95,Medium
6616-AALSR,6.95,Medium
4633-MKHYU,6.95,Medium
3426-NIYYL,6.95,Medium
6257-DTAYD,6.94,Medium
0960-HUWBM,6.94,Medium
0311-UNPFF,6.93,Medium
7228-OMTPN,6.93,Medium
1636-NTNCO,6.93,Medium
4994-OBRSZ,6.93,Medium
1357-BIJKI,6.92,Medium
4822-LPTYJ,6.91,Medium
6923-EFPNL,6.9,Medium
3722-WPXTK,6.9,Medium
7208-PSIHR,6.89,Medium
4695-WJZUE,6.89,Medium
8205-VSLRB,6.88,Medium
9415-DPEWS,6.87,Medium
9626-VFRGG,6.87,Medium
7036-TYDEC,6.87,Medium
3254-YRILK,6.87,Medium
0378-NHQXU,6.87,Medium
9770-KXGQU,6.87,Medium
5499-ECUTN,6.86,Medium
6087-MVHJH,6.86,Medium
1169-WCVAK,6.86,Medium
0504-HHAPI,6.86,Medium
5366-IJEQJ,6.85,Medium
6374-NTQLP,6.85,Medium
0868-VJRDR,6.83,Medium
1273-MTETI,6.83,Medium
3068-OMWZA,6.82,Medium
9705-IOVQQ,6.82,Medium
3957-HHLMR,6.82,Medium
9054-FOWNV,6.82,Medium
2657-VPXTA,6.81,Medium
9777-WJJPR,6.81,Medium
0575-CUQOV,6.81,Medium
4951-UKAAQ,6.81,Medium
0422-UXFAP,6.81,Medium
4129-LYCOI,6.8,Medium
6595-YGXIT,6.8,Medium
2672-TGEFF,6.8,Medium
7508-SMHXL,6.79,Medium
9402-CXWPL,6.79,Medium
5329-KRDTM,6.79,Medium
4521-YEEHE,6.78,Medium
0187-QSXOE,6.77,Medium
0611-DFXKO,6.76,Medium
4636-JGAAI,6.76,Medium
7541-YLXCL,6.75,Medium
0581-MDMPW,6.75,Medium
5127-BZENZ,6.75,Medium
3795-GWTRD,6.75,Medium
2324-EFHVG,6.74,Medium
1543-LLLFT,6.74,Medium
2969-QWUBZ,6.73,Medium
8466-PZBLH,6.73,Medium
1131-SUEKT,6.72,Medium
2235-ZGKPT,6.72,Medium
9958-MEKUC,6.71,Medium
7572-KPVKK,6.7,Medium
1658-XUHBX,6.69,Medium
3597-YASZG,6.69,Medium
2927-CVULT,6.69,Medium
2581-VKIRT,6.67,Medium
0297-RBCSG,6.66,Medium
5193-QLVZB,6.65,Medium
5446-DKWYW,6.65,Medium
0917-EZOLA,6.64,Medium
0959-WHOKV,6.61,Medium
4174-LPGTI,6.6,Medium
5828-DWPIL,6.57,Medium
5286-YHCVC,6.57,Medium
1792-UXAFY,6.55,Medium
4154-AQUGT,6.53,Medium
5419-KLXBN,6.51,Medium
2882-WDTBA,6.5,Medium
1360-JYXKQ,6.5,Medium
9055-MOJJJ,6.48,Medium
2153-MREFK,6.47,Medium
0334-ZFJSR,6.46,Medium
3552-CTCYF,6.46,Medium
7064-FRRSW,6.45,Medium
7184-LRUUR,6.45,Medium
7919-ZODZZ,6.45,Medium
2284-VFLKH,6.43,Medium
2001-EWBQU,6.42,Medium
6680-NENYN,6.42,Medium
6603-QWSPR,6.42,Medium
3349-ANQNH,6.41,Medium
3161-ONRWK,6.41,Medium
2371-KFUOG,6.41,Medium
4791-QRGMF,6.41,Medium
7277-OZCGZ,6.4,Medium
6283-GITPX,6.39,Medium
5578-NKCXI,6.38,Medium
3429-IFLEM,6.37,Medium
7516-GMHUV,6.37,Medium
3374-LXDEV,6.36,Medium
7103-IPXPJ,6.34,Medium
0002-ORFBO,6.32,Medium
6383-ZTSIW,6.32,Medium
6227-FBDXH,6.31,Medium
4115-NZRKS,6.29,Medium
5898-IGSLP,6.28,Medium
4957-TIALW,6.27,Medium
1935-IMVBB,6.25,Medium
5429-LWCMV,6.23,Medium
8035-PWSEV,6.23,Medium
1965-DDBWU,6.23,Medium
2995-UPRYS,6.23,Medium
6837-HAEVO,6.23,Medium
8769-KKTPH,6.22,Medium
4853-OITSN,6.22,Medium
3801-HMYNL,6.22,Medium
1902-XBTFB,6.22,Medium
3427-GGZZI,6.21,Medium
1455-ESIQH,6.21,Medium
2311-QYMUQ,6.21,Medium
1452-KIOVK,6.21,Medium
6005-OBZPH,6.2,Medium
6897-UUBNU,6.2,Medium
1818-ESQMW,6.18,Medium
2664-XJZNO,6.18,Medium
6734-FQAJX,6.18,Medium
1513-XNPPH,6.17,Medium
8481-YYXWG,6.16,Medium
9254-RBFON,6.16,Medium
2685-SREOM,6.15,Medium
1307-ATKGB,6.14,Medium
5644-PDMZC,6.13,Medium
5626-MGTUK,6.13,Medium
5575-TPIZQ,6.13,Medium
0392-BZIUW,6.12,Medium
1670-SVOWZ,6.12,Medium
6413-XKKPU,6.12,Medium
8984-EYLLL,6.1,Medium
0829-XXPLX,6.09,Medium
7479-NITWS,6.09,Medium
1173-XZPYF,6.09,Medium
2082-OJVTK,6.07,Medium
0130-SXOUN,6.07,Medium
3197-NNYNB,6.07,Medium
4043-MKDTV,6.07,Medium
9053-EJUNL,6.06,Medium
9565-DJPIB,6.06,Medium
5348-CAGXB,6.05,Medium
2856-NNASM,6.05,Medium
5136-GFPMB,6.05,Medium
4937-QPZPO,6.04,Medium
7030-NJVDP,6.03,Medium
5668-MEISB,6.03,Medium
8739-WWKDU,6.03,Medium
2865-TCHJW,6.03,Medium
9350-VLHMB,6.02,Medium
1894-IGFSG,6.01,Medium
5922-ABDVO,6.01,Medium
5666-CYCYZ,6.0,Medium
8922-LIEGH,5.99,Medium
9470-XCCEM,5.99,Medium
1091-SOZGA,5.99,Medium
2984-TBYKU,5.98,Medium
0727-BMPLR,5.98,Medium
6818-WOBHJ,5.98,Medium
2869-ADAWR,5.97,Medium
6233-HXJMX,5.97,Medium
9501-UKKNL,5.97,Medium
7251-XFOIL,5.97,Medium
5360-LJCNJ,5.96,Medium
1090-ESELR,5.96,Medium
5965-GGPRW,5.96,Medium
9611-CTWIH,5.95,Medium
5857-TYBCJ,5.94,Medium
3850-OKINF,5.94,Medium
2675-OTVVJ,5.94,Medium
0080-OROZO,5.93,Medium
9518-RWHZL,5.92,Medium
7394-FKDNK,5.92,Medium
2748-MYRVK,5.92,Medium
0345-HKJVM,5.91,Medium
0924-BJCRC,5.91,Medium
0929-PECLO,5.91,Medium
4847-TAJYI,5.91,Medium
9134-CEQMF,5.9,Medium
4821-SJHJV,5.9,Medium
4273-MBHYA,5.9,Medium
2990-HWIML,5.9,Medium
1724-BQUHA,5.9,Medium
1415-YFWLT,5.89,Medium
7577-SWIFR,5.89,Medium
8999-BOHSE,5.88,Medium
2074-GKOWZ,5.87,Medium
1576-PFZIW,5.87,Medium
4112-LUEIZ,5.87,Medium
9586-JGQKH,5.86,Medium
4378-MYPGO,5.86,Medium
0970-ETWGE,5.86,Medium
2805-EDJPQ,5.83,Medium
0931-MHTEM,5.82,Medium
6048-UWKAL,5.82,Medium
0678-RLHVP,5.8,Medium
1452-UZOSF,5.78,Medium
8065-QBYTO,5.77,Medium
6050-FFXES,5.75,Medium
0479-HMSWA,5.74,Medium
0401-WDBXM,5.73,Medium
3363-DTIVD,5.73,Medium
0327-WFZSY,5.73,Medium
3719-TDVQB,5.73,Medium
4389-UEFCZ,5.72,Medium
9330-DHBFL,5.72,Medium
9253-VIFJQ,5.71,Medium
7486-KSRVI,5.7,Medium
6917-YACBP,5.7,Medium
6827-IEAUQ,5.69,Medium
3186-AJIEK,5.69,Medium
0621-CXBKL,5.68,Medium
4942-VZZOM,5.68,Medium
4402-FTBXC,5.67,Medium
1545-ACTAS,5.65,Medium
8464-EETCQ,5.64,Medium
2386-LAHRK,5.63,Medium
4929-BSTRX,5.63,Medium
3154-CFSZG,5.61,Medium
3587-PMCOY,5.61,Medium
2382-BCKQJ,5.6,Medium
4635-EJYPD,5.59,Medium
8777-MBMTS,5.59,Medium
3071-VBYPO,5.59,Medium
9764-REAFF,5.58,Medium
7473-ZBDSN,5.58,Medium
9945-PSVIP,5.58,Medium
7469-LKBCI,5.58,Medium
9803-FTJCG,5.57,Medium
4933-BSAIP,5.57,Medium
7952-OBOYL,5.56,Medium
0827-ITJPH,5.56,Medium
0380-NEAVX,5.56,Medium
2005-DWQZJ,5.55,Medium
5619-PTMIK,5.54,Medium
3162-KKZXO,5.52,Medium
9170-CCKOU,5.52,Medium
0939-EREMR,5.51,Medium
0266-CLZKZ,5.51,Medium
1522-VVDMG,5.5,Medium
2139-FQHLM,5.5,Medium
9436-ZBZCT,5.49,Medium
7682-AZNDK,5.49,Medium
9526-JAWYF,5.49,Medium
2207-QPJED,5.47,Medium
8751-EDEKA,5.47,Medium
3462-BJQQA,5.46,Medium
4774-HHGGS,5.46,Medium
4918-FYJNT,5.46,Medium
3703-VAVCL,5.45,Medium
9233-PSYHO,5.45,Medium
3896-RCYYE,5.45,Medium
8337-UPOAQ,5.45,Medium
0825-CPPQH,5.45,Medium
6898-MDLZW,5.44,Medium
3498-LZGQZ,5.44,Medium
6969-MVBAI,5.44,Medium
4183-MYFRB,5.43,Medium
4710-FDUIZ,5.43,Medium
0135-NMXAP,5.43,Medium
1231-YNDEK,5.43,Medium
9500-WBGRP,5.42,Medium
1624-NALOJ,5.42,Medium
3640-PHQXK,5.42,Medium
7270-BDIOA,5.42,Medium
3266-FTKHB,5.42,Medium
0853-NWIFK,5.41,Medium
7762-URZQH,5.41,Medium
4228-ZGYUW,5.41,Medium
9402-ROUMJ,5.41,Medium
5859-HZYLF,5.41,Medium
9492-TOKRI,5.41,Medium
7321-PKUYW,5.41,Medium
8182-BJDSI,5.41,Medium
6252-DFGTK,5.41,Medium
1020-JPQOW,5.41,Medium
3528-HFRIQ,5.4,Medium
3764-MNMOI,5.4,Medium
4813-HQMGZ,5.4,Medium
6199-IWKGC,5.39,Medium
2322-VCZHZ,5.38,Medium
3161-GETRM,5.38,Medium
8780-IXSTS,5.38,Medium
4811-JBUVU,5.38,Medium
0206-OYVOC,5.38,Medium
8189-HBVRW,5.38,Medium
8565-CLBZW,5.38,Medium
5131-PONJI,5.38,Medium
4475-NVTLU,5.38,Medium
9565-AXSMR,5.37,Medium
4104-PVRPS,5.37,Medium
9524-EGPJC,5.37,Medium
5886-VLQVU,5.37,Medium
9921-QFQUL,5.36,Medium
4554-YGZIH,5.36,Medium
3511-APPBJ,5.36,Medium
5447-WZAFP,5.36,Medium
1112-CUNAO,5.36,Medium
8857-CUPFQ,5.36,Medium
1956-YIFGE,5.35,Medium
1173-NOEYG,5.35,Medium
1134-YWTYF,5.35,Medium
8058-DMYRU,5.35,Medium
6427-FEFIG,5.34,Medium
6267-DCFFZ,5.34,Medium
3970-XGJDU,5.34,Medium
9108-EJFJP,5.33,Medium
4462-CYWMH,5.33,Medium
5465-BUBFA,5.32,Medium
7293-LSCDV,5.32,Medium
6425-JWTDV,5.32,Medium
1407-DIGZV,5.31,Medium
6849-OYAMU,5.31,Medium
4742-TXUEX,5.31,Medium
1754-GKYPY,5.31,Medium
8922-NPKBJ,5.31,Medium
7529-ZDFXI,5.31,Medium
7643-RCHXS,5.3,Medium
0258-NOKBL,5.3,Medium
3620-EHIMZ,5.3,Medium
1891-FZYSA,5.3,Medium
2075-PUEPR,5.3,Medium
0634-SZPQA,5.29,Medium
4837-QUSFT,5.29,Medium
3259-FDWOY,5.29,Medium
2266-FUBDZ,5.29,Medium
9972-EWRJS,5.29,Medium
8266-VBFQL,5.29,Medium
8012-SOUDQ,5.29,Medium
2114-MGINA,5.28,Medium
0613-WUXUM,5.28,Medium
0058-EVZWM,5.28,Medium
5447-VYTKW,5.28,Medium
2428-HYUNX,5.27,Medium
9469-WEJBT,5.27,Medium
6323-AYBRX,5.27,Medium
2146-EGVDT,5.27,Medium
6518-PPLMZ,5.27,Medium
6794-HKIAJ,5.27,Medium
4918-QLLIW,5.26,Medium
2817-LVCPP,5.26,Medium
2007-QVGAW,5.26,Medium
8747-UDCOI,5.26,Medium
8375-KVTHK,5.26,Medium
3976-HXHCE,5.26,Medium
5787-KXGIY,5.26,Medium
6762-NSODU,5.25,Medium
1302-UHBDD,5.25,Medium
3308-DGHKL,5.25,Medium
0386-CWRGM,5.25,Medium
1302-TPUBN,5.25,Medium
1098-KFQEC,5.24,Medium
1215-FIGMP,5.24,Medium
4641-FROLU,5.23,Medium
8782-LKFPK,5.23,Medium
9631-RXVJM,5.23,Medium
6479-SZPLM,5.22,Medium
4873-ILOLJ,5.22,Medium
7272-QDCKA,5.22,Medium
8347-GDTMP,5.22,Medium
3164-YAXFY,5.22,Medium
0512-FLFDW,5.22,Medium
6032-KRXXO,5.21,Medium
6848-HJTXY,5.21,Medium
0139-IVFJG,5.21,Medium
5346-BZCHP,5.21,Medium
2626-VEEWG,5.21,Medium
8212-DJRCH,5.21,Medium
2848-YXSMW,5.21,Medium
0853-TWRVK,5.2,Medium
0696-UKTOX,5.2,Medium
3027-ZTDHO,5.2,Medium
7416-CKTEP,5.2,Medium
3910-MRQOY,5.19,Medium
6583-SZVGP,5.19,Medium
3253-HKOKL,5.19,Medium
9814-AOUDH,5.19,Medium
1941-HOSAM,5.18,Medium
0839-QNXME,5.18,Medium
4573-JKNAE,5.18,Medium
1627-AFWVJ,5.18,Medium
8966-SNIZF,5.17,Medium
2892-GESUL,5.17,Medium
3604-WLABM,5.16,Medium
3525-DVKFN,5.16,Medium
3279-DYZQM,5.16,Medium
5799-JRCZO,5.16,Medium
3668-QPYBK,5.16,Medium
1621-YNCJH,5.16,Medium
3546-GHEAE,5.16,Medium
9139-WQQDY,5.16,Medium
8755-OGKNA,5.15,Medium
1047-RNXZV,5.15,Medium
7449-HVPIV,5.14,Medium
1120-BMWUB,5.14,Medium
7328-ZJAJO,5.14,Medium
4299-OPXEJ,5.14,Medium
6582-PLFUU,5.14,Medium
1202-KKGFU,5.14,Medium
2230-XTUWL,5.13,Medium
2616-FLVQC,5.13,Medium
2034-GDRCN,5.13,Medium
5696-EXCYS,5.13,Medium
8514-VZHEB,5.13,Medium
6319-IEJWJ,5.12,Medium
8043-PNYSD,5.12,Medium
3756-VNWDH,5.11,Medium
7941-RCJOW,5.11,Medium
8107-RZLNV,5.1,Medium
5223-UZAVK,5.1,Medium
3777-XROBG,5.1,Medium
6368-TZZDT,5.1,Medium
7242-EDTYC,5.09,Medium
1106-HRLKZ,5.09,Medium
6217-KDYWC,5.08,Medium
0559-CKHUS,5.08,Medium
7337-CINUD,5.08,Medium
2900-PHPLN,5.08,Medium
7552-KEYGT,5.08,Medium
2229-DPMBI,5.08,Medium
4698-KVLLG,5.08,Medium
1166-PQLGG,5.08,Medium
1093-YSWCA,5.08,Medium
0164-XAIRP,5.08,Medium
5161-UBZXI,5.06,Medium
8982-NHAVY,5.06,Medium
2718-YSKCS,5.06,Medium
0854-UYHZD,5.06,Medium
4452-ROHMO,5.05,Medium
3274-NSDWE,5.05,Medium
7602-DBTOU,5.05,Medium
9732-KPKBW,5.05,Medium
0354-VXMJC,5.04,Medium
2181-UAESM,5.04,Medium
4703-MQYKT,5.03,Medium
9135-HSWOC,5.03,Medium
3721-WKIIL,5.03,Medium
9424-CMPOG,5.03,Medium
0870-VEMYL,5.03,Medium
0362-RAOQO,5.02,Medium
5748-RNCJT,5.02,Medium
7427-AUFPY,5.02,Medium
9625-RZFUK,5.02,Medium
8148-WOCMK,5.02,Medium
5055-BRMNE,5.02,Medium
7196-LIWRH,5.02,Medium
5325-UWTWJ,5.02,Medium
1241-FPMOF,5.02,Medium
2675-IJRGJ,5.02,Medium
7977-HXJKU,5.02,Medium
9646-NMHXE,5.02,Medium
5093-FEGLU,5.01,Medium
0376-YMCJC,5.01,Medium
9577-WJVCQ,5.01,Medium
8091-TTVAX,5.01,Medium
5855-EIBDE,5.01,Medium
2898-MRKPI,5.0,Low
